State,REGION,Occupation,Total_Employee,Hourly_Mean,Annual_Mean,Year
TX,Houston,"Office Clerks, General",49270,10.69,22230,2000
TX,Houston,"Office Machine Operators, Except Computer",1970,10.61,22080,2000
TX,Houston,Proofreaders and Copy Markers,350,9.69,20160,2000
TX,Houston,Statistical Assistants,200,18.07,37590,2000
TX,Houston,"Farming, Fishing, and Forestry Occupations",1300,9.95,20700,2000
TX,Houston,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers",100,15.48,32200,2000
TX,Houston,"Graders and Sorters, Agricultural Products",170,6.38,13260,2000
TX,Houston,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",300,8.56,17810,2000
TX,Houston,"Farmworkers, Farm and Ranch Animals",330,9.93,20660,2000
TX,Houston,Logging Equipment Operators,110,13.55,28190,2000
TX,Houston,Construction and Extraction Occupations,134360,14.2,29530,2000
TX,Houston,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,14230,22.19,46150,2000
TX,Houston,Boilermakers,1750,15.79,32840,2000
TX,Houston,Brickmasons and Blockmasons,1430,18.5,38470,2000
TX,Houston,Carpenters,11680,13.87,28840,2000
TX,Houston,Carpet Installers,**,13.69,28470,2000
TX,Houston,"Floor Layers, Except Carpet, Wood, and Hard Tiles",130,12.28,25550,2000
TX,Houston,Floor Sanders and Finishers,110,11.1,23080,2000
TX,Houston,Tile and Marble Setters,**,12.65,26300,2000
TX,Houston,Cement Masons and Concrete Finishers,3860,11.03,22940,2000
TX,Houston,Terrazzo Workers and Finishers,**,18.37,38220,2000
TX,Houston,Construction Laborers,19430,9.28,19310,2000
TX,Houston,"Paving, Surfacing, and Tamping Equipment Operators",550,11.82,24590,2000
TX,Houston,Pile-Driver Operators,**,16.39,34090,2000
TX,Houston,Operating Engineers and Other Construction Equipment Operators,4780,13.81,28720,2000
TX,Houston,Drywall and Ceiling Tile Installers,1590,12.33,25640,2000
TX,Houston,Tapers,220,11.13,23150,2000
TX,Houston,Electricians,11750,17.91,37250,2000
TX,Houston,Glaziers,480,15.09,31390,2000
TX,Houston,Insulation Workers,3020,10.53,21900,2000
TX,Houston,"Painters, Construction and Maintenance",4830,11.9,24760,2000
TX,Houston,Paperhangers,**,13.77,28640,2000
TX,Houston,Pipelayers,1480,13.03,27100,2000
TX,Houston,"Plumbers, Pipefitters, and Steamfitters",10180,18.97,39460,2000
TX,Houston,Plasterers and Stucco Masons,**,13.87,28850,2000
TX,Houston,Reinforcing Iron and Rebar Workers,2530,13.04,27130,2000
TX,Houston,Roofers,800,12.35,25690,2000
TX,Houston,Sheet Metal Workers,4370,13.84,28800,2000
TX,Houston,Structural Iron and Steel Workers,4070,11.99,24950,2000
TX,Houston,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",690,11.39,23690,2000
TX,Houston,Helpers--Carpenters,1740,9.82,20420,2000
TX,Houston,Helpers--Electricians,4030,10.89,22650,2000
TX,Houston,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",840,9.2,19130,2000
TX,Houston,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",2540,10.94,22740,2000
TX,Houston,Helpers--Roofers,**,9.13,18990,2000
TX,Houston,Construction and Building Inspectors,960,21.14,43970,2000
TX,Houston,Elevator Installers and Repairers,**,18.8,39100,2000
TX,Houston,Fence Erectors,**,8.45,17570,2000
TX,Houston,Hazardous Materials Removal Workers,**,12.38,25740,2000
TX,Houston,Highway Maintenance Workers,**,9.85,20490,2000
TX,Houston,"Derrick Operators, Oil and Gas",2430,13.76,28620,2000
TX,Houston,"Rotary Drill Operators, Oil and Gas",3800,14.83,30850,2000
TX,Houston,"Earth Drillers, Except Oil and Gas",**,15.07,31350,2000
TX,Houston,"Explosives Workers, Ordnance Handling Experts, and Blasters",**,16.8,34940,2000
TX,Houston,"Roustabouts, Oil and Gas",**,12.77,26550,2000
TX,Houston,Helpers--Extraction Workers,**,14.71,30590,2000
TX,Houston,"Installation, Maintenance, and Repair Occupations",88450,16.44,34190,2000
TX,Houston,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",7950,21.59,44900,2000
TX,Houston,"Computer, Automated Teller, and Office Machine Repairers",1470,13.75,28610,2000
TX,Houston,"Telecommunications Equipment Installers and Repairers, Except Line Installers",4100,20.87,43400,2000
TX,Houston,"Electric Motor, Power Tool, and Related Repairers",640,19.25,40030,2000
TX,Houston,"Electrical and Electronics Installers and Repairers, Transportation Equipment",450,10.9,22670,2000
TX,Houston,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1170,15.08,31370,2000
TX,Houston,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",230,22.74,47310,2000
TX,Houston,"Electronic Equipment Installers and Repairers, Motor Vehicles",60,15.04,31280,2000
TX,Houston,Electronic Home Entertainment Equipment Installers and Repairers,170,13.9,28920,2000
TX,Houston,Security and Fire Alarm Systems Installers,**,11.38,23670,2000
TX,Houston,Aircraft Mechanics and Service Technicians,2860,22.08,45930,2000
TX,Houston,Automotive Body and Related Repairers,2890,16.64,34600,2000
TX,Houston,Automotive Glass Installers and Repairers,80,13.11,27270,2000
TX,Houston,Automotive Service Technicians and Mechanics,10610,19.21,39960,2000
TX,Houston,Bus and Truck Mechanics and Diesel Engine Specialists,3740,15.03,31270,2000
TX,Houston,"Mobile Heavy Equipment Mechanics, Except Engines",3370,14.15,29430,2000
TX,Houston,Rail Car Repairers,**,17.11,35590,2000
TX,Houston,Motorboat Mechanics,**,11.51,23930,2000
TX,Houston,Motorcycle Mechanics,150,13.03,27100,2000
TX,Houston,Outdoor Power Equipment and Other Small Engine Mechanics,300,10.83,22530,2000
TX,Houston,Bicycle Repairers,**,8.54,17760,2000
TX,Houston,Recreational Vehicle Service Technicians,120,13.74,28590,2000
TX,Houston,Tire Repairers and Changers,1170,9.93,20650,2000
TX,Houston,"Control and Valve Installers and Repairers, Except Mechanical Door",1790,18.46,38390,2000
TX,Houston,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3830,16.96,35270,2000
TX,Houston,Home Appliance Repairers,360,14.36,29870,2000
TX,Houston,Industrial Machinery Mechanics,4600,18.87,39240,2000
TX,Houston,"Maintenance and Repair Workers, General",19690,13.48,28040,2000
TX,Houston,"Maintenance Workers, Machinery",1520,14.69,30550,2000
TX,Houston,Millwrights,1200,18.04,37510,2000
TX,Houston,Electrical Power-Line Installers and Repairers,180,22.66,47140,2000
TX,Houston,Telecommunications Line Installers and Repairers,2150,16.53,34390,2000
TX,Houston,Medical Equipment Repairers,480,18.9,39310,2000
TX,Houston,Musical Instrument Repairers and Tuners,380,16.18,33650,2000
TX,Houston,Watch Repairers,50,13.97,29060,2000
TX,Houston,"Coin, Vending, and Amusement Machine Servicers and Repairers",**,12.45,25890,2000
TX,Houston,Locksmiths and Safe Repairers,60,14.36,29860,2000
TX,Houston,Manufactured Building and Mobile Home Installers,80,9.45,19650,2000
TX,Houston,Riggers,660,15.19,31590,2000
TX,Houston,"Helpers--Installation, Maintenance, and Repair Workers",3180,10.58,22000,2000
TX,Houston,Production Occupations,149950,13.24,27540,2000
TX,Houston,First-Line Supervisors/Managers of Production and Operating Workers,10810,22.41,46610,2000
TX,Houston,"Coil Winders, Tapers, and Finishers",**,7.9,16420,2000
TX,Houston,Electrical and Electronic Equipment Assemblers,2630,12.71,26440,2000
TX,Houston,Electromechanical Equipment Assemblers,380,12.27,25520,2000
TX,Houston,Engine and Other Machine Assemblers,2700,10.43,21690,2000
TX,Houston,Structural Metal Fabricators and Fitters,950,11.71,24350,2000
TX,Houston,Fiberglass Laminators and Fabricators,**,11.38,23660,2000
TX,Houston,Team Assemblers,10880,9.4,19550,2000
TX,Houston,Bakers,1160,8.92,18560,2000
TX,Houston,Butchers and Meat Cutters,1680,12.05,25060,2000
TX,Houston,"Meat, Poultry, and Fish Cutters and Trimmers",960,8.64,17960,2000
TX,Houston,Slaughterers and Meat Packers,**,8.25,17160,2000
TX,Houston,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",50,12.51,26020,2000
TX,Houston,Food Batchmakers,270,8.7,18090,2000
TX,Houston,Food Cooking Machine Operators and Tenders,100,10.62,22090,2000
TX,Houston,"Computer-Controlled Machine Tool Operators, Metal and Plastic",3260,13.59,28260,2000
TX,Houston,Numerical Tool and Process Control Programmers,480,19.93,41460,2000
TX,Houston,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1310,14.15,29430,2000
TX,Houston,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",**,11.4,23720,2000
TX,Houston,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",310,11.25,23410,2000
TX,Houston,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3310,9.48,19720,2000
TX,Houston,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1030,10.85,22570,2000
TX,Houston,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1020,12.29,25570,2000
TX,Houston,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1410,12.64,26290,2000
TX,Houston,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",720,14.1,29320,2000
TX,Houston,Machinists,10340,14.75,30670,2000
TX,Houston,Metal-Refining Furnace Operators and Tenders,130,9.91,20610,2000
TX,Houston,"Pourers and Casters, Metal",**,12.97,26990,2000
TX,Houston,"Model Makers, Metal and Plastic",**,17.67,36750,2000
TX,Houston,"Patternmakers, Metal and Plastic",**,11.69,24310,2000
TX,Houston,Foundry Mold and Coremakers,**,10.36,21550,2000
TX,Houston,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1060,10.19,21200,2000
TX,Houston,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1540,10.81,22490,2000
TX,Houston,Tool and Die Makers,650,17.42,36230,2000
TX,Houston,"Welders, Cutters, Solderers, and Brazers",10350,13.85,28800,2000
TX,Houston,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1120,12.11,25190,2000
TX,Houston,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",910,11.71,24360,2000
TX,Houston,"Lay-Out Workers, Metal and Plastic",340,16.59,34510,2000
TX,Houston,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",990,10.92,22710,2000
TX,Houston,"Tool Grinders, Filers, and Sharpeners",400,13.33,27730,2000
TX,Houston,Bindery Workers,1270,9.56,19880,2000
TX,Houston,Job Printers,740,16.17,33630,2000
TX,Houston,Prepress Technicians and Workers,1240,16.46,34230,2000
TX,Houston,Printing Machine Operators,1770,13.52,28110,2000
TX,Houston,Laundry and Dry-Cleaning Workers,2600,7.24,15060,2000
TX,Houston,"Pressers, Textile, Garment, and Related Materials",2620,7.03,14620,2000
TX,Houston,Sewing Machine Operators,1090,8.07,16790,2000
TX,Houston,Shoe and Leather Workers and Repairers,100,8.61,17910,2000
TX,Houston,"Sewers, Hand",150,7.83,16290,2000
TX,Houston,"Tailors, Dressmakers, and Custom Sewers",390,10.6,22050,2000
TX,Houston,"Textile Cutting Machine Setters, Operators, and Tenders",120,8.8,18310,2000
TX,Houston,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",420,8.23,17120,2000
TX,Houston,Fabric and Apparel Patternmakers,**,11,22890,2000
TX,Houston,Upholsterers,200,10.32,21460,2000
TX,Houston,Cabinetmakers and Bench Carpenters,820,10.28,21380,2000
TX,Houston,Furniture Finishers,210,11.62,24180,2000
TX,Houston,"Sawing Machine Setters, Operators, and Tenders, Wood",330,7.64,15890,2000
TX,Houston,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",450,9.12,18970,2000
TX,Houston,Power Distributors and Dispatchers,**,22.67,47150,2000
TX,Houston,Power Plant Operators,320,18.44,38350,2000
TX,Houston,Stationary Engineers and Boiler Operators,490,19.18,39900,2000
TX,Houston,Water and Liquid Waste Treatment Plant and System Operators,1160,14.47,30090,2000
TX,Houston,Chemical Plant and System Operators,3990,23.4,48680,2000
TX,Houston,Gas Plant Operators,1060,22.54,46880,2000
TX,Houston,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4320,22.06,45890,2000
TX,Houston,Chemical Equipment Operators and Tenders,2200,20.4,42440,2000
TX,Houston,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",330,19.18,39900,2000
TX,Houston,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",500,12.58,26160,2000
TX,Houston,"Grinding and Polishing Workers, Hand",360,9.12,18960,2000
TX,Houston,"Mixing and Blending Machine Setters, Operators, and Tenders",2030,13.77,28640,2000
TX,Houston,"Cutters and Trimmers, Hand",170,8.39,17450,2000
TX,Houston,"Cutting and Slicing Machine Setters, Operators, and Tenders",540,12,24970,2000
TX,Houston,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",880,9.65,20070,2000
TX,Houston,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",160,16.7,34730,2000
TX,Houston,"Inspectors, Testers, Sorters, Samplers, and Weighers",8120,15.72,32700,2000
TX,Houston,Jewelers and Precious Stone and Metal Workers,330,11.93,24810,2000
TX,Houston,Dental Laboratory Technicians,**,13.07,27190,2000
TX,Houston,Medical Appliance Technicians,**,21.63,44990,2000
TX,Houston,Ophthalmic Laboratory Technicians,40,11.87,24690,2000
TX,Houston,Packaging and Filling Machine Operators and Tenders,4880,9.75,20280,2000
TX,Houston,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",690,11,22870,2000
TX,Houston,"Painters, Transportation Equipment",830,12.58,26170,2000
TX,Houston,"Painting, Coating, and Decorating Workers",**,9.16,19050,2000
TX,Houston,Photographic Process Workers,830,9.67,20120,2000
TX,Houston,Photographic Processing Machine Operators,720,8.38,17420,2000
TX,Houston,Cementing and Gluing Machine Operators and Tenders,**,9.09,18910,2000
TX,Houston,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",140,10.19,21200,2000
TX,Houston,"Molders, Shapers, and Casters, Except Metal and Plastic",80,13.56,28200,2000
TX,Houston,"Paper Goods Machine Setters, Operators, and Tenders",590,12.83,26680,2000
TX,Houston,Helpers--Production Workers,8530,8.4,17470,2000
TX,Houston,Transportation and Material Moving Occupations,160350,12.13,25230,2000
TX,Houston,Aircraft Cargo Handling Supervisors,130,24.5,50960,2000
TX,Houston,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",2630,16.41,34140,2000
TX,Houston,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,3440,23.43,48740,2000
TX,Houston,Commercial Pilots,870,*,44380,2000
TX,Houston,Air Traffic Controllers,900,36.66,76250,2000
TX,Houston,Airfield Operations Specialists,**,12.27,25530,2000
TX,Houston,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",60,9.45,19660,2000
TX,Houston,"Bus Drivers, School",6680,9.35,19440,2000
TX,Houston,Driver/Sales Workers,**,7.68,15970,2000
TX,Houston,"Truck Drivers, Heavy and Tractor-Trailer",23560,14.08,29280,2000
TX,Houston,"Truck Drivers, Light Or Delivery Services",14060,10.58,22000,2000
TX,Houston,Taxi Drivers and Chauffeurs,1680,7.06,14690,2000
TX,Houston,Sailors and Marine Oilers,1300,10.33,21480,2000
TX,Houston,"Captains, Mates, and Pilots of Water Vessels",1080,23.3,48460,2000
TX,Houston,Motorboat Operators,**,15.92,33120,2000
TX,Houston,Ship Engineers,**,25.57,53180,2000
TX,Houston,Parking Lot Attendants,2200,7.18,14940,2000
TX,Houston,Service Station Attendants,2090,7.82,16260,2000
TX,Houston,Traffic Technicians,**,16.09,33470,2000
TX,Houston,Transportation Inspectors,530,21.14,43970,2000
TX,Houston,Conveyor Operators and Tenders,840,11.58,24090,2000
TX,Houston,Crane and Tower Operators,1630,14.74,30670,2000
TX,Houston,Dredge Operators,30,10.98,22840,2000
TX,Houston,Excavating and Loading Machine and Dragline Operators,1400,12.83,26690,2000
TX,Houston,Hoist and Winch Operators,90,22.17,46120,2000
TX,Houston,Industrial Truck and Tractor Operators,8170,10.91,22690,2000
TX,Houston,Cleaners of Vehicles and Equipment,6490,7.84,16310,2000
TX,Houston,"Laborers and Freight, Stock, and Material Movers, Hand",31310,9.35,19440,2000
TX,Houston,Machine Feeders and Offbearers,630,9.74,20260,2000
TX,Houston,"Packers and Packagers, Hand",15400,7.91,16450,2000
TX,Houston,Gas Compressor and Gas Pumping Station Operators,**,23.62,49130,2000
TX,Houston,"Pump Operators, Except Wellhead Pumpers",1800,23.37,48600,2000
TX,Houston,Refuse and Recyclable Material Collectors,1710,10.31,21450,2000
TX,Houston,"Tank Car, Truck, and Ship Loaders",1100,21.87,45500,2000
TX,Killeen-Temple,Management Occupations,5330,24.47,50910,2000
TX,Killeen-Temple,Chief Executives,400,34.43,71610,2000
TX,Killeen-Temple,General and Operations Managers,1620,23.92,49760,2000
TX,Killeen-Temple,Legislators,40,5.96,12400,2000
TX,Killeen-Temple,Advertising and Promotions Managers,30,19.1,39720,2000
TX,Killeen-Temple,Marketing Managers,120,22.39,46570,2000
TX,Killeen-Temple,Sales Managers,150,27.26,56690,2000
TX,Killeen-Temple,Administrative Services Managers,390,18.85,39220,2000
TX,Killeen-Temple,Computer and Information Systems Managers,180,29.07,60460,2000
TX,Killeen-Temple,Financial Managers,330,25.12,52250,2000
TX,Killeen-Temple,Human Resources Managers,120,25.63,53300,2000
TX,Killeen-Temple,Industrial Production Managers,100,24.34,50620,2000
TX,Killeen-Temple,Purchasing Managers,80,21.61,44960,2000
TX,Killeen-Temple,"Transportation, Storage, and Distribution Managers",80,23.46,48800,2000
TX,Killeen-Temple,Construction Managers,220,21.3,44300,2000
TX,Killeen-Temple,"Education Administrators, Elementary and Secondary School",300,*,63110,2000
TX,Killeen-Temple,Engineering Managers,140,37.77,78560,2000
TX,Killeen-Temple,Food Service Managers,220,13.19,27440,2000
TX,Killeen-Temple,Lodging Managers,**,13.43,27940,2000
TX,Killeen-Temple,Medical and Health Services Managers,350,24.64,51240,2000
TX,Killeen-Temple,"Property, Real Estate, and Community Association Managers",50,15.92,33120,2000
TX,Killeen-Temple,Social and Community Service Managers,80,16.16,33620,2000
TX,Killeen-Temple,Business and Financial Operations Occupations,2170,18.54,38560,2000
TX,Killeen-Temple,"Wholesale and Retail Buyers, Except Farm Products",**,18.07,37580,2000
TX,Killeen-Temple,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",180,19.26,40060,2000
TX,Killeen-Temple,"Claims Adjusters, Examiners, and Investigators",60,19.99,41570,2000
TX,Killeen-Temple,Cost Estimators,110,18.75,39000,2000
TX,Killeen-Temple,"Employment, Recruitment, and Placement Specialists",110,18.77,39050,2000
TX,Killeen-Temple,"Compensation, Benefits, and Job Analysis Specialists",30,16.31,33920,2000
TX,Killeen-Temple,Training and Development Specialists,100,15.09,31400,2000
TX,Killeen-Temple,Management Analysts,160,22.87,47560,2000
TX,Killeen-Temple,Meeting and Convention Planners,**,17.39,36160,2000
TX,Killeen-Temple,Accountants and Auditors,230,19.14,39820,2000
TX,Killeen-Temple,Appraisers and Assessors of Real Estate,**,9.47,19690,2000
TX,Killeen-Temple,Budget Analysts,100,20.97,43620,2000
TX,Killeen-Temple,Personal Financial Advisors,**,16.27,33840,2000
TX,Killeen-Temple,Insurance Underwriters,30,10.11,21020,2000
TX,Killeen-Temple,Loan Officers,80,19.45,40460,2000
TX,Killeen-Temple,Tax Preparers,**,7.63,15870,2000
TX,Killeen-Temple,Computer and Mathematical Occupations,1400,22.37,46540,2000
TX,Killeen-Temple,Computer Programmers,190,19.22,39990,2000
TX,Killeen-Temple,"Computer Software Engineers, Applications",200,22.27,46320,2000
TX,Killeen-Temple,"Computer Software Engineers, Systems Software",150,35.61,74070,2000
TX,Killeen-Temple,Computer Support Specialists,290,15.72,32690,2000
TX,Killeen-Temple,Computer Systems Analysts,150,26.46,55040,2000
TX,Killeen-Temple,Database Administrators,40,20.97,43610,2000
TX,Killeen-Temple,Network and Computer Systems Administrators,150,24.9,51790,2000
TX,Killeen-Temple,Network Systems and Data Communications Analysts,60,26.31,54730,2000
TX,Killeen-Temple,Architecture and Engineering Occupations,950,20.96,43600,2000
TX,Killeen-Temple,Surveyors,70,13.9,28900,2000
TX,Killeen-Temple,Civil Engineers,60,26.1,54290,2000
TX,Killeen-Temple,"Electronics Engineers, Except Computer",50,28.15,58550,2000
TX,Killeen-Temple,Industrial Engineers,70,24.26,50460,2000
TX,Killeen-Temple,Mechanical Drafters,90,16.21,33720,2000
TX,Killeen-Temple,Electrical and Electronic Engineering Technicians,50,20.28,42180,2000
TX,Killeen-Temple,Surveying and Mapping Technicians,70,11.73,24410,2000
TX,Killeen-Temple,"Life, Physical, and Social Science Occupations",250,21.51,44740,2000
TX,Killeen-Temple,"Clinical, Counseling, and School Psychologists",40,24.19,50310,2000
TX,Killeen-Temple,Community and Social Services Occupations,1100,14.52,30200,2000
TX,Killeen-Temple,"Educational, Vocational, and School Counselors",180,26.26,54620,2000
TX,Killeen-Temple,Mental Health Counselors,40,17.1,35580,2000
TX,Killeen-Temple,"Child, Family, and School Social Workers",330,10.76,22380,2000
TX,Killeen-Temple,Medical and Public Health Social Workers,80,17.58,36580,2000
TX,Killeen-Temple,Social and Human Service Assistants,200,8.71,18120,2000
TX,Killeen-Temple,Clergy,40,13.85,28810,2000
TX,Killeen-Temple,Legal Occupations,370,22.93,47690,2000
TX,Killeen-Temple,Paralegals and Legal Assistants,**,14.72,30610,2000
TX,Killeen-Temple,Law Clerks,**,9.73,20240,2000
TX,Killeen-Temple,"Title Examiners, Abstractors, and Searchers",80,10.27,21370,2000
TX,Killeen-Temple,"Education, Training, and Library Occupations",8060,17.77,36970,2000
TX,Killeen-Temple,"Computer Science Teachers, Postsecondary",30,*,46000,2000
TX,Killeen-Temple,"Nursing Instructors and Teachers, Postsecondary",80,*,47500,2000
TX,Killeen-Temple,"Vocational Education Teachers, Postsecondary",50,17.73,36870,2000
TX,Killeen-Temple,"Preschool Teachers, Except Special Education",240,10.9,22680,2000
TX,Killeen-Temple,"Kindergarten Teachers, Except Special Education",280,*,42140,2000
TX,Killeen-Temple,"Elementary School Teachers, Except Special Education",1920,*,44350,2000
TX,Killeen-Temple,"Middle School Teachers, Except Special and Vocational Education",1090,*,42780,2000
TX,Killeen-Temple,"Secondary School Teachers, Except Special and Vocational Education",1140,*,46380,2000
TX,Killeen-Temple,"Vocational Education Teachers, Secondary School",80,*,47160,2000
TX,Killeen-Temple,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",90,*,36800,2000
TX,Killeen-Temple,"Special Education Teachers, Middle School",40,*,35640,2000
TX,Killeen-Temple,"Special Education Teachers, Secondary School",40,*,37940,2000
TX,Killeen-Temple,"Adult Literacy, Remedial Education, and Ged Teachers and Instructors",**,11.6,24130,2000
TX,Killeen-Temple,Librarians,150,22.19,46150,2000
TX,Killeen-Temple,Library Technicians,70,8.34,17340,2000
TX,Killeen-Temple,Instructional Coordinators,**,26.91,55980,2000
TX,Killeen-Temple,Teacher Assistants,1340,*,16410,2000
TX,Killeen-Temple,"Arts, Design, Entertainment, Sports, and Media Occupations",390,13.34,27740,2000
TX,Killeen-Temple,Coaches and Scouts,50,*,30940,2000
TX,Killeen-Temple,Public Relations Specialists,30,17.55,36490,2000
TX,Killeen-Temple,Editors,40,16.51,34330,2000
TX,Killeen-Temple,Technical Writers,**,15.42,32070,2000
TX,Killeen-Temple,Audio and Video Equipment Technicians,**,11.56,24040,2000
TX,Killeen-Temple,Healthcare Practitioners and Technical Occupations,6580,18.22,37890,2000
TX,Killeen-Temple,Dietitians and Nutritionists,30,18.58,38650,2000
TX,Killeen-Temple,Optometrists,**,39.14,81420,2000
TX,Killeen-Temple,Pharmacists,310,35.19,73200,2000
TX,Killeen-Temple,Physician Assistants,50,34.14,71010,2000
TX,Killeen-Temple,Registered Nurses,2440,19.67,40920,2000
TX,Killeen-Temple,Occupational Therapists,40,25.85,53760,2000
TX,Killeen-Temple,Physical Therapists,90,26.08,54240,2000
TX,Killeen-Temple,Respiratory Therapists,240,15.59,32430,2000
TX,Killeen-Temple,Speech-Language Pathologists,80,21.77,45280,2000
TX,Killeen-Temple,Veterinarians,40,40.72,84690,2000
TX,Killeen-Temple,Medical and Clinical Laboratory Technologists,60,18.71,38920,2000
TX,Killeen-Temple,Medical and Clinical Laboratory Technicians,130,13.29,27650,2000
TX,Killeen-Temple,Dental Hygienists,50,24.6,51160,2000
TX,Killeen-Temple,Diagnostic Medical Sonographers,40,20.5,42640,2000
TX,Killeen-Temple,Radiologic Technologists and Technicians,240,16.46,34230,2000
TX,Killeen-Temple,Emergency Medical Technicians and Paramedics,230,9.44,19640,2000
TX,Killeen-Temple,Pharmacy Technicians,270,10.67,22180,2000
TX,Killeen-Temple,Veterinary Technologists and Technicians,50,7.44,15480,2000
TX,Killeen-Temple,Licensed Practical and Licensed Vocational Nurses,1060,12.66,26320,2000
TX,Killeen-Temple,Medical Records and Health Information Technicians,190,8.93,18570,2000
TX,Killeen-Temple,"Opticians, Dispensing",110,8.33,17320,2000
TX,Killeen-Temple,Healthcare Support Occupations,2190,9.13,18980,2000
TX,Killeen-Temple,Home Health Aides,340,7.19,14950,2000
TX,Killeen-Temple,"Nursing Aides, Orderlies, and Attendants",910,8.08,16810,2000
TX,Killeen-Temple,Physical Therapist Assistants,40,16.37,34050,2000
TX,Killeen-Temple,Massage Therapists,**,12.38,25750,2000
TX,Killeen-Temple,Dental Assistants,220,11.72,24380,2000
TX,Killeen-Temple,Medical Assistants,190,8.37,17410,2000
TX,Killeen-Temple,Veterinary Assistants and Laboratory Animal Caretakers,30,7.17,14910,2000
TX,Killeen-Temple,Protective Service Occupations,4080,12.44,25870,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Police and Detectives,60,18.8,39110,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Fire Fighting and Prevention Workers,60,18.89,39300,2000
TX,Killeen-Temple,Fire Fighters,420,12.18,25340,2000
TX,Killeen-Temple,Detectives and Criminal Investigators,50,15.91,33080,2000
TX,Killeen-Temple,Police and Sheriff's Patrol Officers,480,15.89,33050,2000
TX,Killeen-Temple,Security Guards,**,7.1,14780,2000
TX,Killeen-Temple,Crossing Guards,90,6.07,12610,2000
TX,Killeen-Temple,Food Preparation and Serving Related Occupations,8670,6.9,14350,2000
TX,Killeen-Temple,First-Line Supervisors/Managers of Food Preparation and Serving Workers,470,9.29,19320,2000
TX,Killeen-Temple,"Cooks, Fast Food",**,6.43,13380,2000
TX,Killeen-Temple,"Cooks, Institution and Cafeteria",770,7.14,14850,2000
TX,Killeen-Temple,"Cooks, Restaurant",**,7.87,16370,2000
TX,Killeen-Temple,"Cooks, Short Order",60,7.21,15000,2000
TX,Killeen-Temple,Food Preparation Workers,460,6.82,14180,2000
TX,Killeen-Temple,Bartenders,**,6.06,12600,2000
TX,Killeen-Temple,"Combined Food Preparation and Serving Workers, Including Fast Food",1390,6.38,13280,2000
TX,Killeen-Temple,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",240,6.38,13280,2000
TX,Killeen-Temple,Waiters and Waitresses,2450,6.67,13870,2000
TX,Killeen-Temple,Dining Room and Cafeteria Attendants and Bartender Helpers,430,6.76,14070,2000
TX,Killeen-Temple,Dishwashers,570,6.73,13990,2000
TX,Killeen-Temple,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",180,6.32,13140,2000
TX,Killeen-Temple,Building and Grounds Cleaning and Maintenance Occupations,2370,7.55,15700,2000
