State,REGION,Occupation,Total_Employee,Hourly_Mean,Annual_Mean,Year
TX,Amarillo,Procurement Clerks,40,12.79,26590,2000
TX,Amarillo,Tellers,400,8.21,17070,2000
TX,Amarillo,Brokerage Clerks,**,9.66,20100,2000
TX,Amarillo,Customer Service Representatives,1180,10.6,22040,2000
TX,Amarillo,File Clerks,190,7.86,16340,2000
TX,Amarillo,"Hotel, Motel, and Resort Desk Clerks",190,6.65,13820,2000
TX,Amarillo,"Library Assistants, Clerical",60,8.79,18280,2000
TX,Amarillo,Loan Interviewers and Clerks,100,8.73,18160,2000
TX,Amarillo,New Accounts Clerks,30,9.86,20520,2000
TX,Amarillo,Order Clerks,200,9,18710,2000
TX,Amarillo,"Human Resources Assistants, Except Payroll and Timekeeping",60,12.19,25350,2000
TX,Amarillo,Receptionists and Information Clerks,790,8.85,18400,2000
TX,Amarillo,Couriers and Messengers,120,7.58,15770,2000
TX,Amarillo,"Dispatchers, Except Police, Fire, and Ambulance",180,11.07,23030,2000
TX,Amarillo,"Meter Readers, Utilities",40,11.18,23260,2000
TX,Amarillo,"Production, Planning, and Expediting Clerks",80,16.15,33600,2000
TX,Amarillo,"Shipping, Receiving, and Traffic Clerks",320,9.02,18760,2000
TX,Amarillo,Stock Clerks and Order Fillers,1690,8.95,18620,2000
TX,Amarillo,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",70,13.25,27560,2000
TX,Amarillo,Executive Secretaries and Administrative Assistants,730,12.28,25540,2000
TX,Amarillo,Legal Secretaries,160,14.36,29860,2000
TX,Amarillo,Medical Secretaries,**,8.04,16730,2000
TX,Amarillo,"Secretaries, Except Legal, Medical, and Executive",1270,10.66,22170,2000
TX,Amarillo,Computer Operators,110,11.23,23350,2000
TX,Amarillo,Data Entry Keyers,400,8.25,17170,2000
TX,Amarillo,Word Processors and Typists,60,11.03,22950,2000
TX,Amarillo,Desktop Publishers,30,16.29,33880,2000
TX,Amarillo,Insurance Claims and Policy Processing Clerks,220,13.77,28650,2000
TX,Amarillo,"Mail Clerks and Mail Machine Operators, Except Postal Service",80,8.16,16970,2000
TX,Amarillo,"Office Clerks, General",2310,8.2,17050,2000
TX,Amarillo,"Office Machine Operators, Except Computer",50,9,18710,2000
TX,Amarillo,Proofreaders and Copy Markers,70,6.46,13430,2000
TX,Amarillo,Statistical Assistants,**,21.63,44990,2000
TX,Amarillo,"Farming, Fishing, and Forestry Occupations",170,12.38,25750,2000
TX,Amarillo,Construction and Extraction Occupations,3570,13.27,27600,2000
TX,Amarillo,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,390,18.72,38940,2000
TX,Amarillo,Brickmasons and Blockmasons,60,17.87,37170,2000
TX,Amarillo,Carpenters,370,14.09,29310,2000
TX,Amarillo,Cement Masons and Concrete Finishers,**,11.89,24740,2000
TX,Amarillo,Construction Laborers,750,10.41,21640,2000
TX,Amarillo,Operating Engineers and Other Construction Equipment Operators,110,11.14,23170,2000
TX,Amarillo,Drywall and Ceiling Tile Installers,180,12.52,26050,2000
TX,Amarillo,Electricians,190,18.82,39150,2000
TX,Amarillo,Glaziers,60,11.12,23120,2000
TX,Amarillo,"Painters, Construction and Maintenance",230,11.98,24910,2000
TX,Amarillo,"Plumbers, Pipefitters, and Steamfitters",280,18.09,37620,2000
TX,Amarillo,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",30,7.47,15530,2000
TX,Amarillo,Helpers--Carpenters,40,8.68,18050,2000
TX,Amarillo,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",**,9.88,20540,2000
TX,Amarillo,"Rotary Drill Operators, Oil and Gas",40,13.89,28880,2000
TX,Amarillo,"Installation, Maintenance, and Repair Occupations",5000,13.8,28710,2000
TX,Amarillo,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",300,18.17,37790,2000
TX,Amarillo,"Computer, Automated Teller, and Office Machine Repairers",30,15.34,31900,2000
TX,Amarillo,"Telecommunications Equipment Installers and Repairers, Except Line Installers",230,16.3,33910,2000
TX,Amarillo,"Electric Motor, Power Tool, and Related Repairers",30,9.73,20230,2000
TX,Amarillo,Security and Fire Alarm Systems Installers,**,9.53,19820,2000
TX,Amarillo,Aircraft Mechanics and Service Technicians,50,17,35350,2000
TX,Amarillo,Automotive Body and Related Repairers,70,17.89,37220,2000
TX,Amarillo,Automotive Glass Installers and Repairers,**,9.93,20650,2000
TX,Amarillo,Automotive Service Technicians and Mechanics,770,11.74,24410,2000
TX,Amarillo,Bus and Truck Mechanics and Diesel Engine Specialists,150,11.08,23050,2000
TX,Amarillo,"Mobile Heavy Equipment Mechanics, Except Engines",40,11.96,24880,2000
TX,Amarillo,Tire Repairers and Changers,210,10.42,21670,2000
TX,Amarillo,"Control and Valve Installers and Repairers, Except Mechanical Door",**,17.28,35940,2000
TX,Amarillo,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",**,12.91,26850,2000
TX,Amarillo,"Maintenance and Repair Workers, General",1310,11.37,23650,2000
TX,Amarillo,"Maintenance Workers, Machinery",90,15.09,31380,2000
TX,Amarillo,Telecommunications Line Installers and Repairers,**,24.04,50000,2000
TX,Amarillo,"Coin, Vending, and Amusement Machine Servicers and Repairers",**,12.88,26800,2000
TX,Amarillo,"Helpers--Installation, Maintenance, and Repair Workers",**,9.41,19570,2000
TX,Amarillo,Production Occupations,5020,12.74,26490,2000
TX,Amarillo,First-Line Supervisors/Managers of Production and Operating Workers,420,17.8,37030,2000
TX,Amarillo,Team Assemblers,460,9.31,19370,2000
TX,Amarillo,Bakers,70,8,16630,2000
TX,Amarillo,Butchers and Meat Cutters,80,11.42,23750,2000
TX,Amarillo,Machinists,200,12.7,26410,2000
TX,Amarillo,"Welders, Cutters, Solderers, and Brazers",240,11.73,24400,2000
TX,Amarillo,Bindery Workers,40,8.54,17770,2000
TX,Amarillo,Job Printers,70,11.88,24720,2000
TX,Amarillo,Prepress Technicians and Workers,**,13.18,27410,2000
TX,Amarillo,Printing Machine Operators,60,12.97,26980,2000
TX,Amarillo,Laundry and Dry-Cleaning Workers,140,7.63,15860,2000
TX,Amarillo,"Pressers, Textile, Garment, and Related Materials",140,6.75,14040,2000
TX,Amarillo,"Tailors, Dressmakers, and Custom Sewers",30,7.45,15500,2000
TX,Amarillo,Cabinetmakers and Bench Carpenters,80,9.2,19140,2000
TX,Amarillo,"Mixing and Blending Machine Setters, Operators, and Tenders",40,14.02,29160,2000
TX,Amarillo,"Cutting and Slicing Machine Setters, Operators, and Tenders",**,8.14,16930,2000
TX,Amarillo,"Inspectors, Testers, Sorters, Samplers, and Weighers",220,13.59,28270,2000
TX,Amarillo,Dental Laboratory Technicians,**,10.67,22190,2000
TX,Amarillo,Packaging and Filling Machine Operators and Tenders,120,8.99,18690,2000
TX,Amarillo,"Painters, Transportation Equipment",**,21.46,44640,2000
TX,Amarillo,Photographic Process Workers,**,7.54,15680,2000
TX,Amarillo,Photographic Processing Machine Operators,30,7.39,15360,2000
TX,Amarillo,Helpers--Production Workers,140,10.43,21690,2000
TX,Amarillo,Transportation and Material Moving Occupations,6400,11.25,23390,2000
TX,Amarillo,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",60,14.61,30400,2000
TX,Amarillo,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,100,17.5,36400,2000
TX,Amarillo,Commercial Pilots,30,*,38380,2000
TX,Amarillo,"Bus Drivers, Transit and Intercity",150,17.78,36980,2000
TX,Amarillo,Driver/Sales Workers,390,10.66,22180,2000
TX,Amarillo,"Truck Drivers, Heavy and Tractor-Trailer",1760,14.35,29850,2000
TX,Amarillo,"Truck Drivers, Light Or Delivery Services",410,10.39,21620,2000
TX,Amarillo,Taxi Drivers and Chauffeurs,70,7.92,16470,2000
TX,Amarillo,Service Station Attendants,190,8.53,17750,2000
TX,Amarillo,Crane and Tower Operators,**,12.01,24990,2000
TX,Amarillo,Excavating and Loading Machine and Dragline Operators,50,8.41,17500,2000
TX,Amarillo,Industrial Truck and Tractor Operators,390,11.55,24020,2000
TX,Amarillo,Cleaners of Vehicles and Equipment,260,6.96,14470,2000
TX,Amarillo,"Laborers and Freight, Stock, and Material Movers, Hand",1030,8.34,17350,2000
TX,Amarillo,"Packers and Packagers, Hand",510,9.11,18950,2000
TX,Austin,Management Occupations,55450,31.27,65050,2000
TX,Austin,Chief Executives,4830,44.55,92660,2000
TX,Austin,General and Operations Managers,13540,29.99,62390,2000
TX,Austin,Legislators,**,12.1,25170,2000
TX,Austin,Advertising and Promotions Managers,750,33.41,69490,2000
TX,Austin,Marketing Managers,1840,32.04,66650,2000
TX,Austin,Sales Managers,2800,39.56,82290,2000
TX,Austin,Public Relations Managers,370,30.31,63040,2000
TX,Austin,Administrative Services Managers,3510,25.14,52290,2000
TX,Austin,Computer and Information Systems Managers,2510,40.44,84120,2000
TX,Austin,Financial Managers,3150,35.31,73450,2000
TX,Austin,Human Resources Managers,1690,29.91,62210,2000
TX,Austin,Industrial Production Managers,1770,33.03,68700,2000
TX,Austin,Purchasing Managers,640,27.25,56680,2000
TX,Austin,"Transportation, Storage, and Distribution Managers",500,27.03,56220,2000
TX,Austin,"Farm, Ranch, and Other Agricultural Managers",**,13.3,27660,2000
TX,Austin,Construction Managers,1400,30.11,62620,2000
TX,Austin,"Education Administrators, Preschool and Child Care Center/Program",240,13.46,27990,2000
TX,Austin,"Education Administrators, Elementary and Secondary School",1010,*,63040,2000
TX,Austin,"Education Administrators, Postsecondary",720,32.43,67450,2000
TX,Austin,Engineering Managers,2220,44.45,92460,2000
TX,Austin,Food Service Managers,2140,16.94,35230,2000
TX,Austin,Funeral Directors,70,19.82,41230,2000
TX,Austin,Lodging Managers,**,14.86,30910,2000
TX,Austin,Medical and Health Services Managers,1110,26.32,54740,2000
TX,Austin,Natural Sciences Managers,240,29.74,61850,2000
TX,Austin,Postmasters and Mail Superintendents,40,24.09,50110,2000
TX,Austin,"Property, Real Estate, and Community Association Managers",1690,14.34,29820,2000
TX,Austin,Social and Community Service Managers,700,18.32,38100,2000
TX,Austin,Business and Financial Operations Occupations,32600,22.21,46190,2000
TX,Austin,"Purchasing Agents and Buyers, Farm Products",60,27.48,57160,2000
TX,Austin,"Wholesale and Retail Buyers, Except Farm Products",750,15.52,32270,2000
TX,Austin,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1810,26.29,54680,2000
TX,Austin,"Claims Adjusters, Examiners, and Investigators",1790,21.89,45520,2000
TX,Austin,"Insurance Appraisers, Auto Damage",**,18.61,38710,2000
TX,Austin,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",440,17.15,35680,2000
TX,Austin,Cost Estimators,1050,22.81,47440,2000
TX,Austin,Emergency Management Specialists,30,20.97,43610,2000
TX,Austin,"Employment, Recruitment, and Placement Specialists",1770,16.73,34810,2000
TX,Austin,"Compensation, Benefits, and Job Analysis Specialists",870,25.05,52100,2000
TX,Austin,Training and Development Specialists,1670,19.68,40930,2000
TX,Austin,Management Analysts,5470,22.46,46720,2000
TX,Austin,Meeting and Convention Planners,370,17.15,35680,2000
TX,Austin,Accountants and Auditors,6890,23.61,49100,2000
TX,Austin,Appraisers and Assessors of Real Estate,**,21.49,44690,2000
TX,Austin,Credit Analysts,310,23.6,49090,2000
TX,Austin,Financial Analysts,840,28.72,59730,2000
TX,Austin,Personal Financial Advisors,**,25.43,52900,2000
TX,Austin,Insurance Underwriters,570,20.72,43100,2000
TX,Austin,Financial Examiners,370,19.98,41560,2000
TX,Austin,Loan Counselors,70,16.64,34600,2000
TX,Austin,Loan Officers,320,22.75,47330,2000
TX,Austin,"Tax Examiners, Collectors, and Revenue Agents",900,17.5,36390,2000
TX,Austin,Tax Preparers,**,12.09,25140,2000
TX,Austin,Computer and Mathematical Occupations,34540,29.89,62160,2000
TX,Austin,"Computer and Information Scientists, Research",560,42.14,87660,2000
TX,Austin,Computer Programmers,7860,32.69,68000,2000
TX,Austin,"Computer Software Engineers, Applications",4610,34.32,71390,2000
TX,Austin,"Computer Software Engineers, Systems Software",4700,34.72,72210,2000
TX,Austin,Computer Support Specialists,4270,22.09,45940,2000
TX,Austin,Computer Systems Analysts,4910,25.62,53280,2000
TX,Austin,Database Administrators,660,29.48,61310,2000
TX,Austin,Network and Computer Systems Administrators,2160,29.79,61950,2000
TX,Austin,Network Systems and Data Communications Analysts,1720,25.63,53300,2000
TX,Austin,Actuaries,150,37.65,78310,2000
TX,Austin,Operations Research Analysts,1550,30.43,63290,2000
TX,Austin,Architecture and Engineering Occupations,23610,27.55,57300,2000
TX,Austin,"Architects, Except Landscape and Naval",**,23.32,48510,2000
TX,Austin,Landscape Architects,30,27.68,57570,2000
TX,Austin,Cartographers and Photogrammetrists,30,19.36,40280,2000
TX,Austin,Surveyors,440,15.87,33000,2000
TX,Austin,Chemical Engineers,160,29.08,60480,2000
TX,Austin,Civil Engineers,1080,25.5,53030,2000
TX,Austin,Computer Hardware Engineers,3510,35.15,73120,2000
TX,Austin,Electrical Engineers,2270,37.74,78490,2000
TX,Austin,"Electronics Engineers, Except Computer",2350,35.32,73470,2000
TX,Austin,Environmental Engineers,120,29.83,62050,2000
TX,Austin,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",80,24.57,51090,2000
TX,Austin,Industrial Engineers,1930,30.67,63790,2000
TX,Austin,Materials Engineers,250,30.25,62910,2000
TX,Austin,Mechanical Engineers,850,30.15,62700,2000
TX,Austin,Petroleum Engineers,**,41.02,85310,2000
TX,Austin,Architectural and Civil Drafters,640,15.46,32160,2000
TX,Austin,Electrical and Electronics Drafters,300,22.63,47070,2000
TX,Austin,Mechanical Drafters,570,17.48,36370,2000
TX,Austin,Aerospace Engineering and Operations Technicians,**,17.93,37280,2000
TX,Austin,Electrical and Electronic Engineering Technicians,2040,21.87,45490,2000
TX,Austin,Electro-Mechanical Technicians,**,19.65,40870,2000
TX,Austin,Environmental Engineering Technicians,**,16.2,33690,2000
TX,Austin,Industrial Engineering Technicians,1330,16.91,35170,2000
TX,Austin,Mechanical Engineering Technicians,220,20.01,41610,2000
TX,Austin,Surveying and Mapping Technicians,440,13.56,28200,2000
TX,Austin,"Life, Physical, and Social Science Occupations",7470,26.91,55980,2000
TX,Austin,Zoologists and Wildlife Biologists,**,16.43,34160,2000
TX,Austin,"Medical Scientists, Except Epidemiologists",220,24.33,50600,2000
TX,Austin,Atmospheric and Space Scientists,**,31.03,64550,2000
TX,Austin,Chemists,200,20.58,42820,2000
TX,Austin,Materials Scientists,840,36.56,76040,2000
TX,Austin,"Environmental Scientists and Specialists, Including Health",150,21.17,44030,2000
TX,Austin,"Geoscientists, Except Hydrologists and Geographers",160,27.01,56190,2000
TX,Austin,Hydrologists,110,24.62,51220,2000
TX,Austin,Economists,**,32.67,67950,2000
TX,Austin,Market Research Analysts,1800,37.91,78850,2000
TX,Austin,Survey Researchers,90,17.17,35710,2000
TX,Austin,"Clinical, Counseling, and School Psychologists",730,23.94,49800,2000
TX,Austin,Urban and Regional Planners,**,18.84,39180,2000
TX,Austin,Anthropologists and Archeologists,60,14.08,29300,2000
TX,Austin,Historians,40,11.58,24090,2000
TX,Austin,Biological Technicians,100,13.36,27780,2000
TX,Austin,Chemical Technicians,**,13.73,28570,2000
TX,Austin,Geological and Petroleum Technicians,40,18.59,38670,2000
TX,Austin,"Environmental Science and Protection Technicians, Including Health",90,17.1,35560,2000
TX,Austin,Community and Social Services Occupations,6230,15.23,31670,2000
TX,Austin,Substance Abuse and Behavioral Disorder Counselors,**,11.77,24490,2000
TX,Austin,"Educational, Vocational, and School Counselors",830,20.54,42720,2000
TX,Austin,Marriage and Family Therapists,70,17.24,35860,2000
TX,Austin,Mental Health Counselors,460,18.91,39330,2000
TX,Austin,Rehabilitation Counselors,220,11.53,23970,2000
TX,Austin,"Child, Family, and School Social Workers",1120,13.66,28420,2000
TX,Austin,Medical and Public Health Social Workers,300,15.24,31700,2000
TX,Austin,Mental Health and Substance Abuse Social Workers,390,13.51,28100,2000
TX,Austin,Social and Human Service Assistants,780,10.69,22240,2000
TX,Austin,Clergy,40,16.32,33940,2000
TX,Austin,Legal Occupations,5030,26.2,54490,2000
TX,Austin,Lawyers,2750,31.24,64980,2000
TX,Austin,Paralegals and Legal Assistants,850,17.91,37260,2000
TX,Austin,Law Clerks,250,20.61,42870,2000
TX,Austin,"Title Examiners, Abstractors, and Searchers",180,17.86,37150,2000
TX,Austin,"Education, Training, and Library Occupations",34500,16.33,33960,2000
TX,Austin,"Business Teachers, Postsecondary",**,*,60890,2000
TX,Austin,"Computer Science Teachers, Postsecondary",**,*,55790,2000
TX,Austin,"Mathematical Science Teachers, Postsecondary",**,*,53060,2000
TX,Austin,"Biological Science Teachers, Postsecondary",**,*,59230,2000
TX,Austin,"Chemistry Teachers, Postsecondary",**,*,57830,2000
TX,Austin,"Physics Teachers, Postsecondary",**,*,55890,2000
TX,Austin,"Economics Teachers, Postsecondary",**,*,60170,2000
TX,Austin,"Political Science Teachers, Postsecondary",**,*,56890,2000
TX,Austin,"Psychology Teachers, Postsecondary",**,*,62530,2000
TX,Austin,"Sociology Teachers, Postsecondary",**,*,52410,2000
TX,Austin,"Health Specialties Teachers, Postsecondary",**,*,67220,2000
TX,Austin,"Education Teachers, Postsecondary",50,*,56480,2000
TX,Austin,"Art, Drama, and Music Teachers, Postsecondary",**,*,52130,2000
TX,Austin,"Communications Teachers, Postsecondary",**,*,51600,2000
TX,Austin,"English Language and Literature Teachers, Postsecondary",**,*,54850,2000
TX,Austin,"History Teachers, Postsecondary",**,*,56460,2000
TX,Austin,"Philosophy and Religion Teachers, Postsecondary",**,*,53370,2000
TX,Austin,"Recreation and Fitness Studies Teachers, Postsecondary",**,*,56730,2000
TX,Austin,"Vocational Education Teachers, Postsecondary",**,17.26,35890,2000
TX,Austin,"Preschool Teachers, Except Special Education",2570,8.23,17120,2000
TX,Austin,"Kindergarten Teachers, Except Special Education",640,*,36190,2000
TX,Austin,"Elementary School Teachers, Except Special Education",8710,*,36280,2000
TX,Austin,"Middle School Teachers, Except Special and Vocational Education",4320,*,36070,2000
TX,Austin,"Vocational Education Teachers, Middle School",50,*,38080,2000
TX,Austin,"Secondary School Teachers, Except Special and Vocational Education",5270,*,37580,2000
TX,Austin,"Vocational Education Teachers, Secondary School",260,*,40240,2000
TX,Austin,"Special Education Teachers, Preschool, Kindergarten, and Elementary School",660,*,37330,2000
TX,Austin,"Special Education Teachers, Middle School",330,*,36140,2000
